15,16,71,72,15,16,7,15,16,71,15,16,71,72,15,16,7,15,16,71
16,15,7,16,71,72,15,16,16,7,16,15,7,16,71,72,15,16,16,7
15,16,16,71,72,7,16,15,71,16,15,16,16,71,72,7,16,15,71,16
15,16,71,72,15,16,7,15,16,71,15,16,71,72,15,16,7,15,16,71

