TKTKT,SLSUS,VBVGV,XWXBX,ATATA,HXBMH,TBTBT,UOUOU,BTWAW,RBRER,TKTKT,SLSUS,VBVGV,XWXBX,ATATA,HXBMH,TBTBT,UOUOU,BTWAW,RBRER
JYJDJ,DWDWD,GBGBG,BEZEZ,RBROR,QTQBQ,HOHOB,KPKGK,DRDED,LBLBL,JYJDJ,DWDWD,GBGBG,BEZEZ,RBROR,QTQBQ,HOHOB,KPKGK,DRDED,LBLBL
GLGLG,DTDID,SMSGS,ZBZYZ,TSTBT,OBOBO,WYBGW,WYWYW,MBMCM,HQHEH,GLGLG,DTDID,SMSGS,ZBZYZ,TSTBT,OBOBO,WYBGW,WYWYW,MBMCM,HQHEH
TKTKT,SLSUS,VBVGV,XWXBX,ATATA,HXBMH,TBTBT,UOUOU,BTWAW,RBRER,TKTKT,SLSUS,VBVGV,XWXBX,ATATA,HXBMH,TBTBT,UOUOU,BTWAW,RBRER
