5,151,181,162,163,151,171,162,7,171,151,152,6,151,223,151,231,181,82
6,151,181,151,161,162,183,9,152,161,151,192,153,194,161,191,101,162,191,152,161,121
5,151,171,172,163,151,231,151,171,151,192,7,151,152,161,223,191,161,172,81
6,161,162,151,152,193,9,161,151,161,151,161,151,161,182,111
5,161,151,181,191,225,191,192,161,162,163,164,7,151,235,161,151,161,81
6,161,151,152,153,181,182,151,152,9,161,172,111,192,171,102,151,152,153,181,151,121
5,161,162,163,184,165,186,187,151,72,161,151,192,153,194,233,151,161,8
6,151,161,151,171,151,152,171,162,151,152,92,182,111,152,161,151,161,191,152,103,154,121
5,151,161,191,231,151,152,161,182,163,7,161,151,161,235,161,182,151,81
6,151,171,151,152,193,171,151,9,193,114
